;Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);QTD. DE HORAS DE FRIO (< 7.2°C), DIARIA (MAIO - AGOSTO);QTD. DE HORAS TEMP. IDEAL (18°C - 23 C°), DIARIA (SETEMBRO - ABRIL);QTD. DE HORAS TEMP. PREJUDICIAL (> 27 C°), DIARIA (SETEMBRO - ABRIL);PRECIPITACAO TOTAL, DIARIO (AUT)(mm) (SETEMBRO - ABRIL);SAFRA
0;2021-05-01;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
1;2021-05-02;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
2;2021-05-03;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
3;2021-05-04;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
4;2021-05-05;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
5;2021-05-06;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
6;2021-05-07;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
7;2021-05-08;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
8;2021-05-09;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
9;2021-05-10;4.2;906.5;11.4;22.5;15.6;10.8;79.6;49.0;9.7;2.9;0;0;0;0.0;2022
10;2021-05-11;4.2;906.5;11.4;22.5;15.6;10.8;79.6;91.0;4.8;2.9;0;0;0;0.0;2022
11;2021-05-12;4.2;908.2;7.3;16.3;10.3;7.1;84.2;50.0;5.0;1.2;0;0;0;0.0;2022
12;2021-05-13;0.2;910.9;4.7;18.2;8.6;2.2;81.4;31.0;6.3;2.1;13;0;0;0.0;2022
13;2021-05-14;0.0;910.7;6.2;18.8;10.1;2.7;80.0;40.0;8.0;2.6;9;0;0;0.0;2022
14;2021-05-15;0.0;909.6;8.2;18.2;10.9;5.1;85.5;54.0;6.5;2.3;4;0;0;0.0;2022
15;2021-05-16;0.2;909.0;9.8;18.6;12.6;7.0;84.3;58.0;7.1;2.1;0;0;0;0.0;2022
16;2021-05-17;0.2;907.9;8.2;17.6;11.2;7.2;83.7;47.0;9.1;1.9;0;0;0;0.0;2022
17;2021-05-18;0.0;908.1;5.9;17.2;10.0;4.2;79.3;36.0;6.7;1.3;5;0;0;0.0;2022
18;2021-05-19;0.0;906.6;3.0;19.2;10.0;1.3;66.7;28.0;7.3;2.1;8;0;0;0.0;2022
19;2021-05-20;0.0;905.3;6.5;19.6;11.3;5.5;73.5;47.0;5.1;1.5;3;0;0;0.0;2022
20;2021-05-21;6.2;902.3;12.0;22.1;14.2;9.8;88.1;55.0;8.6;2.6;0;0;0;0.0;2022
21;2021-05-22;50.2;899.9;12.6;19.5;14.1;11.3;91.6;64.0;11.6;4.8;0;0;0;0.0;2022
22;2021-05-23;0.0;902.4;5.3;13.0;8.4;5.2;81.9;58.0;16.5;7.0;9;0;0;0.0;2022
23;2021-05-24;0.0;905.8;3.1;10.9;6.6;4.4;79.0;60.0;14.4;4.1;16;0;0;0.0;2022
24;2021-05-25;0.0;909.0;0.9;17.6;7.3;-1.5;71.2;28.0;7.0;2.8;13;0;0;0.0;2022
25;2021-05-26;0.0;908.7;1.2;19.3;9.9;1.5;60.0;22.0;6.3;2.1;9;0;0;0.0;2022
26;2021-05-27;0.0;906.3;3.7;20.9;11.5;3.2;61.6;34.0;6.8;2.1;8;0;0;0.0;2022
27;2021-05-28;0.0;899.8;11.1;17.3;12.9;8.7;89.2;67.0;13.5;3.6;0;0;0;0.0;2022
28;2021-05-29;61.4;901.1;11.7;15.3;12.5;11.5;95.5;67.0;12.1;2.4;0;0;0;0.0;2022
29;2021-05-30;0.2;908.2;4.3;13.9;7.9;3.4;80.1;43.0;4.2;1.3;10;0;0;0.0;2022
30;2021-05-31;0.0;909.3;3.7;16.7;7.9;-0.4;78.7;34.0;6.2;1.8;14;0;0;0.0;2022
31;2021-06-01;0.0;906.5;4.5;18.3;9.8;2.9;72.3;37.0;5.9;2.2;9;0;0;0.0;2022
32;2021-06-02;0.0;905.1;10.7;19.3;12.1;6.8;91.8;62.0;9.6;3.2;0;0;0;0.0;2022
33;2021-06-03;1.0;908.7;10.0;19.9;14.3;10.2;79.4;31.0;7.6;1.8;0;0;0;0.0;2022
34;2021-06-04;0.0;910.1;11.5;21.9;13.8;7.2;87.3;64.0;7.3;3.6;0;0;0;0.0;2022
35;2021-06-05;0.0;907.8;13.8;25.3;17.6;12.3;81.3;44.0;12.1;4.3;0;0;0;0.0;2022
36;2021-06-06;1.6;908.3;11.9;17.5;12.4;10.7;96.8;78.0;11.5;1.8;0;0;0;0.0;2022
37;2021-06-07;5.8;908.8;11.2;14.2;12.0;10.2;94.7;87.0;8.5;2.7;0;0;0;0.0;2022
38;2021-06-08;1.8;909.3;10.5;12.4;10.9;9.5;97.2;89.0;14.1;3.1;0;0;0;0.0;2022
39;2021-06-09;37.4;908.7;10.9;20.1;13.2;9.5;87.1;59.0;8.0;2.8;0;0;0;0.0;2022
40;2021-06-10;6.0;906.9;12.6;16.3;13.2;10.7;96.7;85.0;12.0;3.5;0;0;0;0.0;2022
41;2021-06-11;6.6;908.2;8.6;14.8;11.1;8.8;85.5;56.0;10.3;2.3;0;0;0;0.0;2022
42;2021-06-12;0.0;909.3;2.8;14.4;7.7;1.1;75.2;33.0;5.3;1.6;13;0;0;0.0;2022
43;2021-06-13;0.0;911.1;4.6;19.8;10.2;2.1;71.8;33.0;5.4;2.3;10;0;0;0.0;2022
44;2021-06-14;0.0;910.6;5.9;20.6;11.4;4.9;73.6;28.0;7.0;2.9;8;0;0;0.0;2022
45;2021-06-15;0.0;909.7;7.7;16.3;10.6;5.0;83.4;66.0;7.6;1.4;4;0;0;0.0;2022
46;2021-06-16;0.0;910.0;4.9;9.2;6.5;5.0;90.1;68.0;5.4;1.2;15;0;0;0.0;2022
47;2021-06-17;0.0;910.8;4.0;11.2;5.5;2.2;90.2;65.0;4.3;1.1;18;0;0;0.0;2022
48;2021-06-18;0.0;911.5;6.5;15.2;8.4;4.3;89.2;55.0;5.7;1.7;13;0;0;0.0;2022
49;2021-06-19;6.2;909.9;9.4;11.2;9.7;7.0;98.0;89.0;8.4;2.9;0;0;0;0.0;2022
50;2021-06-20;24.6;908.5;10.0;14.3;10.5;9.0;96.4;77.0;4.1;0.9;0;0;0;0.0;2022
51;2021-06-21;0.0;909.7;8.9;15.8;10.6;6.0;90.2;59.0;7.8;2.5;2;0;0;0.0;2022
52;2021-06-22;1.4;910.6;8.9;17.3;11.6;7.9;85.4;55.0;5.9;1.8;0;0;0;0.0;2022
53;2021-06-23;0.0;911.0;8.1;14.8;10.3;6.1;86.5;69.0;13.9;5.6;2;0;0;0.0;2022
54;2021-06-24;0.0;903.6;10.8;14.8;12.3;10.3;90.8;77.0;16.8;6.8;0;0;0;0.0;2022
55;2021-06-25;20.8;906.6;7.8;17.2;11.0;5.6;82.8;44.0;10.5;2.1;3;0;0;0.0;2022
56;2021-06-26;0.0;904.4;12.8;18.7;14.1;7.1;91.9;74.0;13.3;5.6;0;0;0;0.0;2022
57;2021-06-27;34.4;904.3;10.6;17.1;11.1;10.8;97.0;85.0;11.2;3.3;3;0;0;0.0;2022
58;2021-06-28;14.0;910.3;1.2;5.7;3.3;2.3;86.3;64.0;8.9;3.0;24;0;0;0.0;2022
59;2021-06-29;0.0;911.1;-1.5;4.3;0.7;-1.6;85.3;65.0;12.6;5.1;24;0;0;0.0;2022
60;2021-06-30;0.4;913.6;1.7;6.5;2.5;-0.2;95.2;80.0;9.3;1.8;24;0;0;0.0;2022
61;2021-07-01;0.2;914.3;3.6;13.1;5.5;-0.6;88.8;64.0;11.1;4.1;15;0;0;0.0;2022
62;2021-07-02;0.0;912.4;4.6;16.5;9.8;3.9;72.9;33.0;12.3;4.6;7;0;0;0.0;2022
63;2021-07-03;0.0;912.5;3.7;15.0;8.2;2.9;74.9;44.0;4.4;1.3;12;0;0;0.0;2022
64;2021-07-04;0.0;912.7;5.5;15.9;8.0;1.8;86.4;46.0;7.9;3.2;12;0;0;0.0;2022
65;2021-07-05;0.0;913.2;7.4;17.6;10.3;4.5;84.7;49.0;9.7;3.2;7;0;0;0.0;2022
66;2021-07-06;0.0;913.0;7.4;16.3;9.4;4.4;88.6;52.0;8.5;3.4;8;0;0;0.0;2022
67;2021-07-07;0.2;911.5;8.1;16.5;10.8;6.8;85.0;57.0;9.8;3.6;2;0;0;0.0;2022
68;2021-07-08;0.0;910.5;8.1;17.7;10.7;7.2;86.1;48.0;4.9;1.9;0;0;0;0.0;2022
69;2021-07-09;0.0;910.3;6.7;17.3;9.8;3.4;82.5;55.0;10.4;3.6;8;0;0;0.0;2022
70;2021-07-10;0.0;909.3;7.5;19.5;12.4;4.6;76.0;32.0;10.8;3.9;0;0;0;0.0;2022
71;2021-07-11;0.0;910.2;6.3;22.0;12.7;4.9;68.5;36.0;6.6;2.4;7;0;0;0.0;2022
72;2021-07-12;0.0;910.1;6.1;20.4;12.9;7.1;65.1;40.0;11.5;3.7;0;0;0;0.0;2022
73;2021-07-13;0.0;909.7;9.5;21.8;14.2;9.5;76.5;44.0;8.4;3.7;0;0;0;0.0;2022
74;2021-07-14;0.0;907.7;10.3;20.7;15.2;11.2;74.9;42.0;8.6;2.9;0;0;0;0.0;2022
75;2021-07-15;11.0;904.4;11.7;15.4;13.3;11.8;90.8;70.0;10.0;3.3;0;0;0;0.0;2022
76;2021-07-16;8.4;906.5;7.8;15.7;10.3;6.6;86.2;50.0;7.3;1.5;2;0;0;0.0;2022
77;2021-07-17;0.0;906.2;7.9;14.9;10.6;7.7;84.6;56.0;10.7;4.2;0;0;0;0.0;2022
78;2021-07-18;0.0;908.3;-0.9;8.9;4.4;0.2;70.1;39.0;17.0;5.1;23;0;0;0.0;2022
79;2021-07-19;0.0;910.4;-0.3;10.8;4.3;1.1;73.0;53.0;13.7;3.9;19;0;0;0.0;2022
80;2021-07-20;0.0;912.5;0.1;14.6;5.1;-3.7;74.5;34.0;7.1;1.7;14;0;0;0.0;2022
81;2021-07-21;0.0;913.0;-1.1;19.9;9.0;-0.4;58.0;10.0;4.9;2.0;13;0;0;0.0;2022
82;2021-07-22;0.0;915.2;-0.8;23.6;12.3;2.9;44.2;17.0;6.9;3.1;8;0;0;0.0;2022
83;2021-07-23;0.0;913.3;-4.1;24.2;14.0;5.8;30.3;13.0;8.3;3.4;4;0;0;0.0;2022
84;2021-07-24;0.0;910.7;2.8;24.0;14.1;6.2;48.8;23.0;7.7;3.4;4;0;0;0.0;2022
85;2021-07-25;0.0;907.0;8.1;24.0;15.1;7.9;66.1;37.0;11.1;4.2;0;0;0;0.0;2022
86;2021-07-26;0.0;904.6;11.0;25.1;17.8;12.4;67.0;40.0;14.6;4.1;0;0;0;0.0;2022
87;2021-07-27;34.6;904.1;7.4;19.1;9.5;8.5;87.2;62.0;12.8;3.5;4;0;0;0.0;2022
88;2021-07-28;0.0;907.4;-4.0;4.8;0.6;-2.6;72.5;52.0;17.4;4.2;24;0;0;0.0;2022
89;2021-07-29;0.0;911.6;-3.0;5.7;0.1;-4.0;81.5;49.0;16.6;3.0;24;0;0;0.0;2022
90;2021-07-30;1.2;914.5;-2.6;12.5;3.8;-4.0;67.7;31.0;5.9;1.2;16;0;0;0.0;2022
91;2021-07-31;0.0;915.8;1.0;14.9;6.2;-1.1;71.9;42.0;12.4;3.8;13;0;0;0.0;2022
92;2021-08-01;0.0;916.5;4.8;17.7;9.5;4.0;76.4;32.0;9.5;3.3;13;0;0;0.0;2022
93;2021-08-02;0.0;914.6;6.2;16.0;9.6;5.6;81.7;44.0;7.0;2.3;5;0;0;0.0;2022
94;2021-08-03;0.0;914.9;2.0;18.0;8.4;2.1;70.5;25.0;5.4;1.5;13;0;0;0.0;2022
95;2021-08-04;0.0;916.6;6.6;19.7;10.1;2.9;81.9;46.0;6.6;2.3;13;0;0;0.0;2022
96;2021-08-05;0.2;916.8;7.8;18.9;11.6;5.9;79.3;46.0;11.3;3.8;3;0;0;0.0;2022
97;2021-08-06;0.0;915.7;8.9;17.1;11.4;7.4;85.2;65.0;11.6;5.0;0;0;0;0.0;2022
98;2021-08-07;0.0;912.6;11.1;20.8;13.9;10.2;84.0;59.0;10.7;4.6;0;0;0;0.0;2022
99;2021-08-08;0.0;910.7;11.4;23.3;16.3;11.0;75.8;41.0;8.6;3.6;0;0;0;0.0;2022
100;2021-08-09;0.0;908.6;10.8;25.2;16.2;9.3;74.5;36.0;10.0;3.7;0;0;0;0.0;2022
101;2021-08-10;10.4;907.6;12.3;17.8;13.6;12.8;92.5;64.0;7.0;1.9;0;0;0;0.0;2022
102;2021-08-11;13.6;911.1;5.8;13.1;8.3;6.3;86.3;50.0;20.8;1.4;6;0;0;0.0;2022
103;2021-08-12;0.0;912.4;3.9;13.0;5.9;0.6;87.9;64.0;7.4;1.4;13;0;0;0.0;2022
104;2021-08-13;0.2;912.8;7.3;13.9;10.0;4.8;83.8;69.0;9.6;2.6;2;0;0;0.0;2022
105;2021-08-14;0.0;910.7;9.8;14.6;11.4;8.5;89.7;79.0;8.4;3.2;0;0;0;0.0;2022
106;2021-08-15;0.0;907.9;11.3;20.4;13.2;9.6;89.5;55.0;7.2;2.7;0;0;0;0.0;2022
107;2021-08-16;0.0;906.0;12.7;21.9;14.6;10.0;89.3;59.0;7.5;3.3;0;0;0;0.0;2022
108;2021-08-17;0.0;907.0;13.3;26.5;17.6;11.3;80.0;41.0;8.8;3.8;0;0;0;0.0;2022
109;2021-08-18;0.0;908.1;14.4;24.1;17.5;13.9;82.9;59.0;8.6;2.9;0;0;0;0.0;2022
110;2021-08-19;0.0;905.9;12.4;28.6;19.4;12.5;69.2;30.0;13.8;4.8;0;0;0;0.0;2022
111;2021-08-20;0.0;905.1;11.7;26.5;18.4;15.1;66.4;34.0;11.6;3.0;0;0;0;0.0;2022
112;2021-08-21;1.4;907.9;10.4;24.3;16.3;11.0;69.8;42.0;11.0;3.7;0;0;0;0.0;2022
113;2021-08-22;0.0;903.8;9.4;27.0;18.2;11.6;61.0;27.0;14.4;4.4;0;0;0;0.0;2022
114;2021-08-23;0.0;901.3;10.1;27.8;18.7;13.4;60.6;28.0;13.8;3.8;0;0;0;0.0;2022
115;2021-08-24;0.0;900.4;13.9;22.2;18.0;14.7;77.7;55.0;9.1;3.4;0;0;0;0.0;2022
116;2021-08-25;4.8;899.0;15.2;19.4;16.5;15.0;91.7;74.0;11.4;3.0;0;0;0;0.0;2022
117;2021-08-26;32.0;902.6;11.0;18.9;11.6;9.3;95.9;75.0;12.5;2.8;0;0;0;0.0;2022
118;2021-08-27;0.6;909.7;6.7;17.4;10.3;5.9;82.3;33.0;5.8;1.3;7;0;0;0.0;2022
119;2021-08-28;0.2;912.4;8.9;18.7;11.4;6.0;86.0;62.0;11.8;4.0;5;0;0;0.0;2022
120;2021-08-29;0.0;914.0;10.5;20.2;13.4;9.2;84.0;58.0;9.0;3.7;0;0;0;0.0;2022
121;2021-08-30;0.0;913.1;10.5;20.2;13.6;9.2;83.0;56.0;11.0;4.7;0;0;0;0.0;2022
122;2021-08-31;0.0;912.4;10.2;20.4;14.5;10.7;77.3;50.0;13.0;5.5;0;0;0;0.0;2022
123;2021-09-01;0.0;910.6;10.5;23.2;15.4;9.8;75.2;42.0;13.0;4.8;0;8;0;0.0;2022
124;2021-09-02;0.0;907.9;11.1;23.9;16.6;11.2;73.8;38.0;9.8;3.4;0;7;0;0.0;2022
125;2021-09-03;0.0;905.8;12.4;23.5;17.0;11.4;76.2;50.0;7.4;2.1;0;10;0;0.0;2022
126;2021-09-04;0.0;905.3;11.9;24.8;14.9;7.7;85.6;32.0;12.3;1.8;0;5;0;0.0;2022
127;2021-09-05;2.2;904.9;14.0;21.8;16.3;11.7;87.5;61.0;10.4;3.1;0;8;0;2.2;2022
128;2021-09-06;0.2;906.8;11.7;21.7;14.1;8.2;87.2;55.0;5.9;2.3;0;6;0;0.2;2022
129;2021-09-07;17.4;905.5;12.5;15.2;13.0;11.8;97.1;87.0;12.9;4.6;0;0;0;17.4;2022
130;2021-09-08;37.2;901.0;14.5;17.3;15.2;11.9;95.3;90.0;14.9;5.8;0;0;0;37.2;2022
131;2021-09-09;12.4;903.4;9.5;17.9;13.8;8.9;77.9;47.0;14.1;5.1;0;0;0;12.4;2022
132;2021-09-10;0.0;906.3;7.2;16.4;10.7;7.6;79.9;58.0;10.6;4.3;0;0;0;0.0;2022
133;2021-09-11;0.0;908.1;7.8;21.4;12.7;7.1;76.7;36.0;7.2;1.3;0;5;0;0.0;2022
134;2021-09-12;0.0;907.3;12.5;26.4;17.0;7.2;76.8;49.0;8.9;3.8;0;5;0;0.0;2022
135;2021-09-13;0.0;901.8;15.7;23.9;18.3;15.0;85.4;63.0;12.6;4.0;0;8;0;0.0;2022
136;2021-09-14;53.8;901.9;14.8;20.5;16.2;14.4;92.0;81.0;13.4;3.5;0;1;0;53.8;2022
137;2021-09-15;0.8;909.4;10.8;15.7;12.2;9.7;91.1;66.0;6.7;1.4;0;0;0;0.8;2022
138;2021-09-16;0.2;913.4;11.2;18.7;13.2;8.9;88.8;66.0;6.8;2.0;0;1;0;0.2;2022
139;2021-09-17;1.4;910.8;11.3;13.5;11.6;10.2;97.5;92.0;11.1;3.7;0;0;0;1.4;2022
140;2021-09-18;48.2;905.9;14.7;22.9;16.3;11.3;91.1;73.0;9.7;3.2;0;10;0;48.2;2022
141;2021-09-19;0.0;905.3;17.2;24.5;18.4;15.0;93.7;72.0;9.2;3.0;0;8;0;0.0;2022
142;2021-09-20;4.8;904.0;17.3;28.7;20.6;15.9;83.5;52.0;10.6;4.6;0;4;2;4.8;2022
143;2021-09-21;2.4;907.5;12.8;23.1;14.3;13.2;91.1;71.0;10.6;2.0;0;3;0;2.4;2022
144;2021-09-22;0.0;910.0;6.4;20.3;11.0;3.6;75.7;40.0;11.3;2.7;0;4;0;0.0;2022
145;2021-09-23;0.0;909.2;8.2;17.8;11.7;7.2;79.6;59.0;13.6;4.8;0;0;0;0.0;2022
146;2021-09-24;5.2;908.6;11.1;18.2;12.4;10.2;92.4;66.0;6.4;2.6;0;0;0;5.2;2022
147;2021-09-25;0.2;907.8;10.6;22.1;14.6;9.2;80.2;42.0;7.1;2.2;0;8;0;0.2;2022
148;2021-09-26;0.0;907.3;11.2;25.1;17.1;11.1;73.1;30.0;9.8;3.4;0;6;0;0.0;2022
149;2021-09-27;4.2;906.5;11.4;22.5;15.6;10.8;79.6;41.0;9.7;2.9;0;2;1;4.2;2022
150;2021-09-28;4.2;906.6;15.2;26.6;18.3;14.1;83.7;53.0;9.9;2.9;0;6;0;4.2;2022
151;2021-09-29;12.2;906.6;13.9;21.3;16.0;13.7;88.2;64.0;6.8;1.4;0;8;0;12.2;2022
152;2021-09-30;0.0;904.8;11.5;17.9;13.2;9.6;89.7;72.0;14.3;4.8;0;0;0;0.0;2022
153;2021-10-01;61.4;901.3;15.1;21.4;16.0;12.9;94.7;70.0;12.9;3.8;0;5;0;61.4;2022
154;2021-10-02;0.0;902.4;13.6;22.8;16.4;11.0;85.5;50.0;6.5;2.1;0;8;0;0.0;2022
155;2021-10-03;0.6;900.3;14.9;19.8;16.3;14.0;91.7;75.0;9.6;3.3;0;5;0;0.6;2022
156;2021-10-04;0.4;904.4;11.0;15.6;12.1;9.7;93.5;74.0;7.3;1.5;0;0;0;0.4;2022
157;2021-10-05;0.4;907.2;7.9;21.0;11.5;4.3;81.5;42.0;8.7;1.5;0;5;0;0.4;2022
158;2021-10-06;0.4;905.8;13.0;15.8;13.5;9.9;96.5;64.0;8.9;3.6;0;0;0;0.4;2022
159;2021-10-07;23.8;906.6;8.9;17.4;11.5;6.8;85.5;58.0;9.4;1.5;0;0;0;23.8;2022
160;2021-10-08;0.0;905.9;10.6;18.6;12.4;7.8;89.4;69.0;9.5;4.0;0;1;0;0.0;2022
161;2021-10-09;14.2;906.1;12.3;15.8;13.5;11.5;92.6;82.0;11.2;4.1;0;0;0;14.2;2022
